ticker,strategy_type,timeframe,method,trial_number,composite_score,param_obv_ema_window,param_confirmation_bars,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
ROSN,obv,1D,Bayesian_TPE,30,12.214,7,1,False,474.6,0.936,1.119,36.37,335,35.52,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":7,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,670.0,335.0,119.0,215.0,35.52,99918.32,-33229.37,6.27,,36.37,1122076.3499999996,-315488.5,474.6,0.94,1.12,0.012,0.03,101.0,50.0,10.0,40.0,20.0,44489.69,-12776.11,3.7,,30.78,207239.9,-43313.199999999975,-6.61,-0.15,-0.16,0.0112,-0.01,771.0,385.0,129.0,255.0,33.51,108672.05,-38940.89,5.97,,36.37,1129338.6,-315488.5,408.88,0.78,0.92,0.0119,0.03
ROSN,obv,1D,Bayesian_TPE,31,16.59,5,2,False,383.78,0.884,1.048,20.45,340,33.53,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":5,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1291.0,340.0,114.0,224.0,33.53,81932.28,-24564.69,5.36,,20.45,944669.6999999996,-248216.0,383.78,0.88,1.05,0.0114,0.05,187.0,47.0,11.0,36.0,23.4,43216.52,-13283.41,3.55,,25.46,212936.89999999997,-46112.49999999998,-0.28,0.07,0.08,0.0108,0.0,1478.0,387.0,125.0,260.0,32.3,90179.93,-29604.05,5.17,,25.46,977216.8999999998,-248216.0,357.54,0.76,0.88,0.0114,0.03
ROSN,obv,1D,Bayesian_TPE,32,8.705,9,1,False,388.19,0.853,1.017,38.04,294,33.33,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":9,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,588.0,294.0,98.0,196.0,33.33,96111.84,-28250.17,7.25,,38.04,953309.2499999998,-267847.5,388.19,0.85,1.02,0.012,0.03,81.0,40.0,8.0,32.0,20.0,58452.64,-14625.36,4.47,,26.82,226943.15000000008,-45244.49999999998,-0.04,0.09,0.09,0.0112,0.0,669.0,334.0,106.0,228.0,31.74,106912.89,-33791.21,6.95,,38.04,1050843.0500000005,-267847.5,362.84,0.74,0.87,0.0119,0.02
ROSN,obv,1D,Bayesian_TPE,33,12.214,7,1,False,474.6,0.936,1.119,36.37,335,35.52,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":7,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,670.0,335.0,119.0,215.0,35.52,99918.32,-33229.37,6.27,,36.37,1122076.3499999996,-315488.5,474.6,0.94,1.12,0.012,0.03,101.0,50.0,10.0,40.0,20.0,44489.69,-12776.11,3.7,,30.78,207239.9,-43313.199999999975,-6.61,-0.15,-0.16,0.0112,-0.01,771.0,385.0,129.0,255.0,33.51,108672.05,-38940.89,5.97,,36.37,1129338.6,-315488.5,408.88,0.78,0.92,0.0119,0.03
ROSN,obv,1D,Bayesian_TPE,34,16.59,5,2,False,383.78,0.884,1.048,20.45,340,33.53,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":5,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1291.0,340.0,114.0,224.0,33.53,81932.28,-24564.69,5.36,,20.45,944669.6999999996,-248216.0,383.78,0.88,1.05,0.0114,0.05,187.0,47.0,11.0,36.0,23.4,43216.52,-13283.41,3.55,,25.46,212936.89999999997,-46112.49999999998,-0.28,0.07,0.08,0.0108,0.0,1478.0,387.0,125.0,260.0,32.3,90179.93,-29604.05,5.17,,25.46,977216.8999999998,-248216.0,357.54,0.76,0.88,0.0114,0.03
ROSN,obv,1D,Bayesian_TPE,35,1.935,9,3,False,138.8,0.546,0.597,39.17,227,33.48,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":9,""confirmation_bars"":3,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1226.0,227.0,76.0,150.0,33.48,55652.83,-18944.09,7.91,,39.17,466298.9999999999,-129136.04999999989,138.8,0.55,0.6,0.0109,0.02,173.0,31.0,8.0,23.0,25.81,61485.4,-15831.45,5.1,,17.58,256044.1000000001,-46047.39999999997,12.78,0.51,0.51,0.0108,0.03,1399.0,258.0,84.0,173.0,32.56,62150.08,-21193.15,7.61,,39.17,579916.6500000001,-129136.04999999989,155.42,0.52,0.56,0.0109,0.01
ROSN,obv,1D,Bayesian_TPE,36,0.377,23,1,False,57.86,0.308,0.334,47.32,193,30.05,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":23,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,386.0,193.0,58.0,135.0,30.05,57763.56,-20530.91,11.54,,47.32,308183.3999999999,-317973.0000000001,57.86,0.31,0.33,0.0127,0.01,39.0,19.0,9.0,10.0,47.37,35846.78,-19013.99,8.79,,14.35,186715.79999999987,-62283.35000000003,13.25,0.53,0.56,0.0107,0.04,425.0,212.0,67.0,145.0,31.6,55390.47,-21038.08,11.34,,47.32,273791.39999999985,-317973.0000000001,66.06,0.3,0.33,0.0125,0.01
ROSN,obv,1D,Bayesian_TPE,37,1.51,13,2,False,114.19,0.463,0.522,35.02,209,33.01,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":13,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,792.0,209.0,69.0,139.0,33.01,60826.08,-21979.08,9.85,,35.02,418248.8999999999,-121213.0,114.19,0.46,0.52,0.0119,0.02,108.0,26.0,8.0,18.0,30.77,53159.5,-16779.63,6.04,,16.46,244277.0,-46763.49999999998,12.32,0.5,0.48,0.0107,0.03,900.0,235.0,77.0,157.0,32.77,63518.4,-23286.99,9.48,,35.02,486040.0,-121213.0,123.49,0.44,0.48,0.0118,0.01
ROSN,obv,1D,Bayesian_TPE,38,32.67,6,1,True,1209.93,0.978,1.627,36.22,738,32.66,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,738.0,738.0,241.0,494.0,32.66,151526.55,-49430.28,5.43,,36.22,2558016.899999999,-603677.5,1209.93,0.98,1.63,0.0176,0.05,105.0,105.0,27.0,78.0,25.71,40185.36,-13218.15,4.43,,35.69,211021.65,-50083.59999999998,5.4,0.25,0.37,0.0166,0.01,843.0,843.0,268.0,572.0,31.79,184049.66,-65088.55,5.32,,36.22,2621941.3000000003,-622355.9999999997,1209.47,0.87,1.43,0.0175,0.04
ROSN,obv,1D,Bayesian_TPE,39,7.221,10,1,True,492.03,0.719,1.185,48.99,550,32.55,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":10,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,550.0,550.0,179.0,368.0,32.55,88565.67,-29709.24,7.29,,48.99,1156042.7999999996,-309595.5,492.03,0.72,1.18,0.0176,0.03,75.0,75.0,21.0,54.0,28.0,55031.02,-16506.12,6.2,,27.33,259474.2500000001,-56051.09999999997,26.43,0.67,0.96,0.0166,0.04,625.0,625.0,200.0,422.0,32.0,110192.19,-37770.03,7.17,,48.99,1457149.8500000006,-314780.19999999984,609.95,0.7,1.13,0.0175,0.02
ROSN,obv,1D,Bayesian_TPE,40,15.361,7,1,True,742.79,0.827,1.358,39.99,670,34.03,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":7,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,670.0,670.0,228.0,440.0,34.03,116065.55,-43261.55,5.98,,39.99,1645775.0999999996,-439099.5,742.79,0.83,1.36,0.0178,0.04,101.0,101.0,27.0,74.0,26.73,39128.1,-12896.01,4.6,,31.75,221286.4,-49107.09999999998,10.22,0.36,0.52,0.0167,0.02,771.0,771.0,255.0,514.0,33.07,135194.98,-51876.89,5.82,,39.99,1769210.7000000002,-439099.5,781.0,0.75,1.22,0.0177,0.03
ROSN,obv,1D,Bayesian_TPE,41,32.67,6,1,True,1209.93,0.978,1.627,36.22,738,32.66,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,738.0,738.0,241.0,494.0,32.66,151526.55,-49430.28,5.43,,36.22,2558016.899999999,-603677.5,1209.93,0.98,1.63,0.0176,0.05,105.0,105.0,27.0,78.0,25.71,40185.36,-13218.15,4.43,,35.69,211021.65,-50083.59999999998,5.4,0.25,0.37,0.0166,0.01,843.0,843.0,268.0,572.0,31.79,184049.66,-65088.55,5.32,,36.22,2621941.3000000003,-622355.9999999997,1209.47,0.87,1.43,0.0175,0.04
ROSN,obv,1D,Bayesian_TPE,42,32.67,6,1,True,1209.93,0.978,1.627,36.22,738,32.66,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,738.0,738.0,241.0,494.0,32.66,151526.55,-49430.28,5.43,,36.22,2558016.899999999,-603677.5,1209.93,0.98,1.63,0.0176,0.05,105.0,105.0,27.0,78.0,25.71,40185.36,-13218.15,4.43,,35.69,211021.65,-50083.59999999998,5.4,0.25,0.37,0.0166,0.01,843.0,843.0,268.0,572.0,31.79,184049.66,-65088.55,5.32,,36.22,2621941.3000000003,-622355.9999999997,1209.47,0.87,1.43,0.0175,0.04
ROSN,obv,1D,Bayesian_TPE,43,14.275,8,1,True,712.68,0.818,1.337,40.84,626,33.87,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":8,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,626.0,626.0,212.0,412.0,33.87,110839.93,-39736.01,6.4,,40.84,1586955.1499999994,-425041.5,712.68,0.82,1.34,0.0178,0.04,85.0,85.0,25.0,60.0,29.41,49615.55,-15190.17,5.47,,20.05,266343.25,-53338.59999999997,32.9,0.79,1.13,0.0166,0.07,711.0,711.0,237.0,472.0,33.33,137727.42,-49571.1,6.31,,40.84,2053166.1000000003,-425041.5,924.38,0.8,1.29,0.0176,0.03
ROSN,obv,1D,Bayesian_TPE,44,32.67,6,1,True,1209.93,0.978,1.627,36.22,738,32.66,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,738.0,738.0,241.0,494.0,32.66,151526.55,-49430.28,5.43,,36.22,2558016.899999999,-603677.5,1209.93,0.98,1.63,0.0176,0.05,105.0,105.0,27.0,78.0,25.71,40185.36,-13218.15,4.43,,35.69,211021.65,-50083.59999999998,5.4,0.25,0.37,0.0166,0.01,843.0,843.0,268.0,572.0,31.79,184049.66,-65088.55,5.32,,36.22,2621941.3000000003,-622355.9999999997,1209.47,0.87,1.43,0.0175,0.04
ROSN,obv,1D,Bayesian_TPE,45,32.67,6,1,True,1209.93,0.978,1.627,36.22,738,32.66,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,738.0,738.0,241.0,494.0,32.66,151526.55,-49430.28,5.43,,36.22,2558016.899999999,-603677.5,1209.93,0.98,1.63,0.0176,0.05,105.0,105.0,27.0,78.0,25.71,40185.36,-13218.15,4.43,,35.69,211021.65,-50083.59999999998,5.4,0.25,0.37,0.0166,0.01,843.0,843.0,268.0,572.0,31.79,184049.66,-65088.55,5.32,,36.22,2621941.3000000003,-622355.9999999997,1209.47,0.87,1.43,0.0175,0.04
ROSN,obv,1D,Bayesian_TPE,46,7.221,10,1,True,492.03,0.719,1.185,48.99,550,32.55,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":10,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,550.0,550.0,179.0,368.0,32.55,88565.67,-29709.24,7.29,,48.99,1156042.7999999996,-309595.5,492.03,0.72,1.18,0.0176,0.03,75.0,75.0,21.0,54.0,28.0,55031.02,-16506.12,6.2,,27.33,259474.2500000001,-56051.09999999997,26.43,0.67,0.96,0.0166,0.04,625.0,625.0,200.0,422.0,32.0,110192.19,-37770.03,7.17,,48.99,1457149.8500000006,-314780.19999999984,609.95,0.7,1.13,0.0175,0.02
ROSN,obv,1D,Bayesian_TPE,47,0.273,19,5,True,-74.5,-0.308,-0.473,84.1,276,31.88,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":19,""confirmation_bars"":5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1219.0,276.0,88.0,188.0,31.88,19176.39,-12939.08,14.53,,84.1,93555.0,-112361.75000000007,-74.5,-0.31,-0.47,0.0176,-0.01,159.0,39.0,18.0,21.0,46.15,52821.04,-23589.42,11.9,,16.16,256233.6000000001,-81796.00000000006,45.54,1.01,1.43,0.0164,0.1,1378.0,315.0,106.0,209.0,33.65,17871.61,-12199.91,14.23,,84.1,93555.0,-112361.75000000007,-65.54,-0.17,-0.25,0.0175,-0.0
ROSN,obv,1D,Bayesian_TPE,48,32.67,6,1,True,1209.93,0.978,1.627,36.22,738,32.66,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,738.0,738.0,241.0,494.0,32.66,151526.55,-49430.28,5.43,,36.22,2558016.899999999,-603677.5,1209.93,0.98,1.63,0.0176,0.05,105.0,105.0,27.0,78.0,25.71,40185.36,-13218.15,4.43,,35.69,211021.65,-50083.59999999998,5.4,0.25,0.37,0.0166,0.01,843.0,843.0,268.0,572.0,31.79,184049.66,-65088.55,5.32,,36.22,2621941.3000000003,-622355.9999999997,1209.47,0.87,1.43,0.0175,0.04
ROSN,obv,1D,Bayesian_TPE,49,14.275,8,1,True,712.68,0.818,1.337,40.84,626,33.87,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":8,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,626.0,626.0,212.0,412.0,33.87,110839.93,-39736.01,6.4,,40.84,1586955.1499999994,-425041.5,712.68,0.82,1.34,0.0178,0.04,85.0,85.0,25.0,60.0,29.41,49615.55,-15190.17,5.47,,20.05,266343.25,-53338.59999999997,32.9,0.79,1.13,0.0166,0.07,711.0,711.0,237.0,472.0,33.33,137727.42,-49571.1,6.31,,40.84,2053166.1000000003,-425041.5,924.38,0.8,1.29,0.0176,0.03
SBER,obv,1D,Bayesian_TPE,0,-0.001,14,5,True,-40.63,0.002,0.003,77.5,274,37.96,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":14,""confirmation_bars"":5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1380.0,274.0,104.0,170.0,37.96,33743.5,-23033.28,14.63,,77.5,281881.55999999994,-133811.2199999999,-40.63,0.0,0.0,0.0196,0.0,233.0,50.0,10.0,40.0,20.0,18138.16,-13474.55,8.44,,43.66,56266.079999999936,-63186.08000000008,-35.76,-1.57,-1.75,0.0103,-0.04,1613.0,324.0,114.0,210.0,35.19,32505.18,-20362.05,13.84,,77.5,281881.55999999994,-133811.2199999999,-57.04,-0.08,-0.11,0.0188,-0.0
SBER,obv,1D,Bayesian_TPE,1,12.891,9,1,False,497.95,0.868,0.901,33.53,320,34.38,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":9,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,640.0,320.0,110.0,210.0,34.38,124023.85,-41253.12,6.67,,33.53,667036.9999999997,-456406.3999999999,497.95,0.87,0.9,0.0135,0.04,96.0,48.0,14.0,34.0,29.17,15684.11,-9663.2,4.19,,23.0,95409.65000000004,-28413.460000000083,-10.9,-0.55,-0.47,0.0073,-0.02,736.0,368.0,124.0,244.0,33.7,120635.58,-43560.54,6.45,,33.53,667036.9999999997,-456406.3999999999,433.0,0.75,0.77,0.0129,0.03
SBER,obv,1D,Bayesian_TPE,2,3.7,20,4,False,182.67,0.593,0.55,29.28,129,36.43,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":20,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1018.0,129.0,47.0,82.0,36.43,83876.8,-25799.08,14.78,,29.28,339360.3500000001,-167545.80000000013,182.67,0.59,0.55,0.012,0.02,163.0,21.0,4.0,17.0,19.05,14047.08,-12539.98,7.95,,21.37,22123.60000000012,-35826.120000000024,-15.7,-1.08,-0.72,0.0058,-0.03,1181.0,150.0,51.0,99.0,34.0,86209.15,-28059.06,14.22,,29.28,500692.5,-167545.80000000013,161.88,0.51,0.47,0.0116,0.02
SBER,obv,1D,Bayesian_TPE,3,9.66,26,2,False,345.77,0.775,0.806,27.74,148,30.41,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":26,""confirmation_bars"":2,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,569.0,148.0,45.0,103.0,30.41,140493.42,-27810.98,14.83,,27.74,1599784.9999999998,-260152.86,345.77,0.77,0.81,0.0128,0.04,98.0,27.0,5.0,22.0,18.52,12062.83,-12641.24,6.89,,26.32,29666.700000000084,-33619.96000000003,-21.78,-1.55,-1.11,0.0059,-0.03,667.0,175.0,50.0,125.0,28.57,141182.27,-33817.56,13.94,,28.23,1599784.9999999998,-260152.86,283.19,0.65,0.66,0.0123,0.03
SBER,obv,1D,Bayesian_TPE,4,-0.033,12,3,True,-20.78,0.09,0.133,57.24,412,32.77,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":12,""confirmation_bars"":3,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1131.0,412.0,135.0,276.0,32.77,39233.35,-19943.04,9.73,,57.24,284212.89999999997,-188848.3999999999,-20.78,0.09,0.13,0.02,0.0,190.0,64.0,12.0,52.0,18.75,25705.82,-11903.67,6.86,,42.21,92058.87999999996,-62273.640000000145,-31.05,-1.19,-1.43,0.0111,-0.03,1321.0,476.0,147.0,328.0,30.88,37641.97,-18265.59,9.42,,57.54,284212.89999999997,-188848.3999999999,-45.77,-0.01,-0.01,0.0191,-0.0
SBER,obv,1D,Bayesian_TPE,5,5.147,20,1,False,230.56,0.626,0.656,28.04,219,26.48,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":20,""confirmation_bars"":1,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,438.0,219.0,58.0,161.0,26.48,112151.37,-26081.99,10.31,,28.04,669794.5800000002,-263908.19999999995,230.56,0.63,0.66,0.0132,0.03,62.0,31.0,8.0,23.0,25.81,10534.28,-11721.89,6.35,,22.81,21369.200000000117,-35682.24000000003,-18.53,-1.21,-0.91,0.0062,-0.03,500.0,250.0,66.0,184.0,26.4,108156.06,-28145.3,10.05,,28.04,669794.5800000002,-263908.19999999995,195.96,0.53,0.55,0.0127,0.02
SBER,obv,1D,Bayesian_TPE,6,4.387,16,4,False,187.77,0.607,0.555,25.98,147,37.41,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":16,""confirmation_bars"":4,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1145.0,147.0,55.0,92.0,37.41,79680.54,-27224.99,12.3,,25.98,404352.8200000001,-194704.20000000016,187.77,0.61,0.55,0.0119,0.03,193.0,26.0,5.0,21.0,19.23,14596.17,-11269.93,5.73,,21.01,24128.86000000002,-35706.22000000003,-16.37,-1.15,-0.74,0.0057,-0.03,1338.0,173.0,60.0,113.0,34.68,83043.87,-28954.92,11.62,,25.98,443328.90000000014,-194704.20000000016,171.07,0.53,0.48,0.0114,0.02
SBER,obv,1D,Bayesian_TPE,7,0.793,20,1,True,102.91,0.363,0.546,47.09,438,23.52,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":20,""confirmation_bars"":1,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,438.0,438.0,103.0,335.0,23.52,68580.19,-18013.79,9.15,,47.09,505418.15,-266708.5600000001,102.91,0.36,0.55,0.0193,0.01,62.0,62.0,11.0,51.0,17.74,13497.82,-10379.01,6.71,,40.39,38675.19000000001,-45542.40000000005,-38.09,-1.72,-1.89,0.0102,-0.04,500.0,500.0,114.0,386.0,22.8,66629.81,-18691.96,8.97,,47.09,505418.15,-266708.5600000001,38.07,0.23,0.34,0.0184,0.01
SBER,obv,1D,Bayesian_TPE,8,-0.026,6,5,True,-32.09,0.05,0.076,62.79,350,42.0,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""obv_ema_window"":6,""confirmation_bars"":5,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2034.0,350.0,147.0,202.0,42.0,37715.27,-29035.02,11.45,,62.79,306672.51999999996,-227556.41999999993,-32.09,0.05,0.08,0.0203,0.0,312.0,62.0,18.0,44.0,29.03,14351.94,-14290.27,7.5,,38.58,62600.13000000002,-62891.84999999999,-37.04,-1.45,-1.75,0.0116,-0.04,2346.0,412.0,165.0,246.0,40.05,34522.54,-25529.83,10.88,,70.72,306672.51999999996,-227556.41999999993,-58.41,-0.07,-0.11,0.0194,-0.0
